,tic,gsector
238014,WFC.PQ,40.0
907997,FCBP,40.0
2609017,PANC,35.0
3618103,PRO,45.0
3578072,CBMG,35.0
2915814,THRBF,35.0
484285,BID,25.0
924329,PGSC,25.0
4009635,VLTC,60.0
3808486,DUCP,15.0
4399975,LVCLY,35.0
2712919,PLZ.UN,60.0
3162961,SFIO,30.0
2313498,EGTYF,20.0
1041316,FWP,35.0
1005267,VNNYF,35.0
2092468,AUBN,40.0
2047478,CWK,60.0
687020,MRIN,45.0
1613627,KDP,30.0
4402987,ESNC,20.0
1301796,BSX,35.0
619674,VOYA,40.0
2567830,TLA.,45.0
2713170,MSSV,25.0
3054644,YLWDF,50.0
3411663,JRI.,10.0
1644463,HRVOF,35.0
2094228,OMRX,35.0
527358,TCL.B,20.0
3175692,INBK,40.0
4301634,NISQY,15.0
2267436,RBA.,20.0
1731487,HEXO.,35.0
1054028,STOR,60.0
977461,ORVMF,15.0
297981,SCXLB,20.0
3809256,PFSF,45.0
2029105,MMNFF,35.0
3851034,DHCPW,40.0
2678463,EEMMF,15.0
3684254,AREXQ,10.0
3135114,CHRI,35.0
940913,LUXTY,25.0
2019169,XAIR,35.0
1209666,DORM,25.0
3165849,MCOLF,10.0
2387404,SAP,45.0
2643747,KIDZ.,50.0
3985172,CPS.,10.0
4433113,RSHYY,55.0
3729174,CFY.,55.0
1648230,SPDC,45.0
2334051,BZLFY,20.0
922824,AEGXF,20.0
4211507,CNX.,15.0
3310814,AMAZ,10.0
71958,JPM.WS,40.0
2565428,TMG.,20.0
3454187,MDFZF,35.0
4452620,OCINY,15.0
2658945,TRU.H,40.0
2998757,HAZH,25.0
2169799,FDS,40.0
2436371,HWX.,10.0
3942638,LL.,15.0
714731,PALS,50.0
830284,MFBP,40.0
3177876,ATP.,55.0
2474767,TAKD,20.0
4265030,AMPY,10.0
4011318,THO.,15.0
4367250,MUFG,40.0
118446,NEE,55.0
2042608,NFC.U,35.0
4150173,NRGT,10.0
4227667,MIXX,30.0
1710604,RWCI,20.0
3641026,PRGNF,20.0
2487877,FGOVF,15.0
2177812,EFLI,35.0
383464,GBIM,35.0
2961108,VIRA,25.0
1893947,EYE,25.0
4393715,ACGBY,40.0
2832774,POCEF,45.0
694594,NSPDF,30.0
2426890,JFC.,40.0
155488,HME.,10.0
438124,ABMD,35.0
4006609,FCSMF,15.0
2972620,LICH,45.0
973882,MTLRF,10.0
535983,FCC.,15.0
3347014,EFN.PR.G,40.0
4012123,PTQ.,35.0
2218812,EMKR,45.0
1500678,HONE,40.0
2668438,SEVT,15.0
618321,AGRPY,40.0
2986714,BANC.PD,40.0
4267257,CLVS,35.0
3903854,CLNS.PB,60.0
3043655,QEP,10.0
4150926,LGD.,15.0
3972609,PKPH,35.0
463227,TNT.UN,60.0
4274754,RTBC,20.0
798912,RMAX,60.0
4079249,DVVDF,40.0
2480770,HUSIF,15.0
891918,TORW,55.0
3871219,CCHZ,45.0
1209917,JTR.,30.0
601004,PQE.,10.0
1784807,CPPD,50.0
2726035,MFC.PR.O,40.0
1657705,BEI.UN,60.0
1132404,LCI,35.0
2612336,EGBN,40.0
3743237,POC.,15.0
2476250,HFBA,40.0
1418924,CBSC,35.0
2693765,NSMSF,15.0
100532,PYXSQ,30.0
2608515,GIL.,25.0
3157955,UVSE,10.0
2866439,INSG,45.0
4308898,RNLSY,25.0
2630994,LIME,20.0
4334627,WJRYY,20.0
3742735,PCHK,15.0
1871885,FUV,25.0
840264,REPH,35.0
1600394,TLF,25.0
3282646,EAUI,20.0
3472435,WONEF,20.0
1163739,VRAY,35.0
2183408,LHRP,35.0
2512401,NTWK,45.0
3453685,CHGI,20.0
1769107,MINDP,10.0
2125970,IDRA,35.0
2876333,COGLF,10.0
4247443,GAHC,20.0
343175,VNO,60.0
594140,GFWQZ,20.0
2144424,IDT,50.0
1230266,CITY,20.0
4146507,ARMK,25.0
3794557,BKX.,10.0
3341664,ALXDF,15.0
1158848,EQGP,10.0
2468132,CEN.,10.0
2060904,UPWK,20.0
2238350,CDU.,15.0
2643497,KDOZF,50.0
4247192,BLMT,40.0
2520607,NMG.,15.0
1249934,IBKC,40.0
2014835,TGOD.,35.0
250279,PTTTS,40.0
3042197,KEY.,10.0
821113,OGCP,60.0
2179591,GRNH,45.0
2519206,NKRSF,10.0
4298872,BRFS,30.0
143185,GDRZF,15.0
4360019,MFG,40.0
1353825,PNPL,20.0
3311316,GEOR,10.0
1676742,APTL,55.0
3925050,PEB.PC,60.0
3814203,FRERF,15.0
2042844,NFH.WS,35.0
2346678,JTEKY,25.0
2219063,RBCL,30.0
2954338,VRNT,45.0
2730886,PCTI,45.0
2461010,FTMDF,15.0
2329250,SMXMF,15.0
1525362,CRY,35.0
1347830,FEO.,15.0
319392,TKR,20.0
800683,GGBL,10.0
1664276,INSE,25.0
272895,RBC,20.0
2996485,SVA,35.0
3052370,EXHI,35.0
77689,CDE,15.0
4310655,SRGHY,30.0
3777363,MEX.,15.0
3449576,FOLD,35.0
2997991,TCBI,40.0
1819460,HLIT,45.0
719786,EKSO,35.0
2387655,GMALY,25.0
2185456,ANF,25.0
1967472,VXEL,25.0
2345674,SSL,15.0
2166027,ELGX,35.0
2468885,GBRIF,15.0
3718809,BIP.PR.C,55.0
3352706,IEGCF,15.0
4079946,LGDRF,15.0
2331366,SGPRY,50.0
3233033,SAH.,10.0
2306336,SCS,20.0
1897991,SCPH,35.0
4408544,CCOHY,20.0
2200944,ARXG,15.0
2553426,SXMVF,15.0
3391774,PBYI,35.0
3366575,DSOL,35.0
293172,AWR,55.0
2967201,ITMZF,45.0
1380618,IMII,15.0
1627540,PTOTF,20.0
1277860,INOW,45.0
2096425,SHO.PE,60.0
3860887,GSFI,20.0
349625,W.PR.K,55.0
2616227,TSQ,50.0
4411972,MDGS,35.0
513718,SCE.PB,55.0
3853860,WOLV,15.0
3046428,OGEN,35.0
1608884,GFGSF,15.0
2147181,SPH,55.0
2899677,SISXF,20.0
1190770,CDRBQ,45.0
850789,SNYR,30.0
2668187,SBSAA,50.0
2292914,BAOB,40.0
3492513,PMAH,20.0
1825352,SOLO,25.0
4194398,ISRJF,10.0
587373,SVKEF,40.0
3646470,NOHO,35.0
3946799,ASND.,15.0
312161,TDS,50.0
1310219,GPK,15.0
937980,RSSV,10.0
2879630,VRME,45.0
2402995,ACS.,15.0
267867,PEG,55.0
1938830,AKMNF,35.0
2165040,S.,15.0
2314257,MRCY,20.0
3326801,SNNGF,15.0
4127453,SUNS,40.0
708426,FCTOA,30.0
2896967,INLAF,45.0
2070600,KORE.,15.0
3247505,CTARF,10.0
2910693,WLTW,40.0
1697962,MTNX,45.0
4079908,LASLY,25.0
272644,IHT,60.0
8046,ATRI,35.0
222681,BML.PJ,40.0
3937346,GLDX.,15.0
2422021,REF.UN,60.0
3119445,RWCB,40.0
1588487,SMKG,45.0
3663493,KOGMF,15.0
1695703,VET,10.0
1628544,PTONF,20.0
1213182,PSB.PV,60.0
1251189,ISGN,45.0
3795812,PTAM,15.0
3758038,FLDM,35.0
581572,RY.PR.E,40.0
3167274,RNOV,50.0
2621230,HBIA,40.0
246945,PFIN,25.0
3038492,KNE.,35.0
1300254,BKE,25.0
4378367,NNGRY,40.0
1413921,YRIV,20.0
3095580,INTX,20.0
1690676,VVUS,35.0
2847005,RII.K,40.0
1104219,LEAI,25.0
166013,RYN,60.0
3704649,IEBS,40.0
2353954,SHECY,15.0
2343917,ESALY,35.0
3387647,SFPI,10.0
3014305,EUBG,15.0
1731236,HEXO,35.0
4043826,SOPV,55.0
4354990,ITRN,45.0
2143922,IRM,60.0
516991,VUI.,10.0
2875081,MOOIF,10.0
3234075,HOKUQ,20.0
2267938,CHRW,20.0
2374918,HENKY,30.0
84359,CAR,20.0
3328977,PSID,35.0
2395065,ASI.,15.0
2702332,SALM20,50.0
398562,MRTN,20.0
3336337,ATEC,35.0
2907352,WMDL,45.0
2440817,DNLYF,15.0
3714825,CERGF,20.0
1917742,APEUF,15.0
4225026,SLRRF,15.0
610987,APAM,40.0
1062136,HITC,35.0
2165525,ANSS,45.0
18813,ANDR,45.0
2630232,UAMA,50.0
3284521,RPBC,15.0
4153722,NSPR,35.0
2419864,IDI.,15.0
3935338,ST,20.0
120121,FDX,20.0
2293694,FLXI,45.0
2268691,SUUIF,55.0
3747333,ZGNX,35.0
113175,ATO,55.0
1280893,ITPOF,15.0
3289623,IPLB,30.0
1690425,ORYX,20.0
3879795,GMICF,40.0
988911,JPWR.UN,55.0
322655,TRP,10.0
3470283,MWWC,25.0
1108676,JUNO,35.0
2423828,HIVE.,45.0
770895,CTRL,45.0
293674,AQFH,40.0
3635645,G,45.0
445391,HRTX,35.0
17253,AMGN,35.0
237763,WFC.PP,40.0
453997,HUSKF,10.0
400332,IMJX,45.0
4416861,WSP.,20.0
2635510,FLXT,45.0
1166831,JCAP,60.0
461902,BBD.PR.C,20.0
4269799,FBIOP,35.0
2027221,KHRNF,35.0
450733,CMS.PB,55.0
1972799,PERU.,15.0
2837227,TTMI,45.0
3510266,BITKF,35.0
3798801,BONU,15.0
4300630,ROSYY,50.0
287763,SHW,15.0
1163990,SYZLF,45.0
1635912,BPFHP,40.0
1742373,SSYS,45.0
2720667,AGI.,15.0
1566080,CMKI,25.0
3162459,PBIP,40.0
2411796,BLMC,10.0
1273440,PEYE,35.0
3131244,RWGI,25.0
1502281,CHUBK,45.0
2234696,SGE.,40.0
2068661,FLFG,40.0
709468,RYR.,15.0
1144247,MODTQ,20.0
2452723,NBY.,15.0
253793,AFG,40.0
527609,TCLAF,20.0
2816751,MOTAY,50.0
3348771,OXYS,35.0
530461,BRN.PR.A,40.0
551601,BRO,40.0
2780367,SLFYF,40.0
236375,WFC,40.0
4386030,HEP,10.0
4262520,WHLRP,60.0
4038927,INN.PC,60.0
3610309,BMOOF,15.0
3885321,LRDC,10.0
884549,SBHO,40.0
685311,SKKY,45.0
2371906,WHLKY,60.0
2363118,YAMCY,25.0
1989765,EXP.,35.0
4187498,SGMD,15.0
440142,GLIBB,50.0
913565,WASH,40.0
156998,HRC,35.0
625546,FFH.PR.I,40.0
739956,ALYE,10.0
2857863,MCM.,10.0
3344624,SXP.,15.0
2345172,OCLDY,15.0
1545869,CB,40.0
2448192,ELCGF,15.0
2719914,FBER,30.0
229065,HLF.,30.0
4397230,EPGNY,35.0
2368890,SGSOY,20.0
2840297,RMDFF,15.0
796817,AAOI,45.0
3268188,CYDY,35.0
750918,TLRA,45.0
3142885,GRG.,15.0
24492,ATROB,20.0
2138901,YDVL,40.0
3550466,VNCKF,15.0
3378851,GFMH,50.0
3211568,SBAZ,40.0
4420085,MMXMY,15.0
1761706,LPTI,35.0
2137784,CCTC,20.0
2714500,ROFO,25.0
373576,RMCF,30.0
630416,GWO.PR.R,40.0
2871430,NS.PB,10.0
3553368,VSMR,45.0
2018150,BICTF,35.0
2580753,EDV.,15.0
2198333,PRBZF,30.0
3898040,AMCF,10.0
424714,GLGDF,15.0
3695433,PREXF,10.0
3660732,SHIP,20.0
690557,NVGS,10.0
640704,SFBS,40.0
206563,MKC.V,30.0
4339368,DELTY,25.0
1453055,ECS.,15.0
4398485,SBHMY,35.0
214373,MSCC,45.0
1723721,MLR,20.0
3319247,MPSP,35.0
1348814,DUG.,20.0
587122,IX,40.0
348370,AGNUQ,25.0
2122445,AXLE,25.0
4392209,DIISY,40.0
2709114,GMO,15.0
1594226,JCDS,30.0
170544,INS,45.0
1177532,BIOL,35.0
3306292,AUU.,15.0
2234947,AHFI,25.0
2397325,BRRRF,15.0
3355147,ORMP,35.0
2819505,SOHU.1,50.0
111689,ELRNF,40.0
1117973,GNSS,45.0
3796314,RGX.,15.0
4199004,NCP.,15.0
1082009,PLRM,40.0
1380869,DLTH,25.0
3186086,XOP.,10.0
453746,EXE.,35.0
4030361,DNA.,15.0
4348054,PRISY,50.0
3126618,NUROW,35.0
2229697,WWNG,10.0
3897526,EVSP,20.0
2206625,PECN,35.0
2475018,SCT.,45.0
132512,MALJF,20.0
1502378,CHUBB,45.0
112924,WFTIF,10.0
3106004,BMMJ,35.0
1102323,RMP,10.0
3165096,IPWG,20.0
2018478,EPWCF,35.0
2765118,WDOFF,15.0
1387792,NBLX,10.0
2693514,AUDC,45.0
584842,RY.PR.R,40.0
3654873,CALI,25.0
3636398,VR,40.0
429366,ASM,15.0
2463827,EGM.,15.0
926071,LEJU,25.0
2070149,AXNX,35.0
3856370,IGEX,40.0
1853964,MBIO,35.0
1115714,NRXCF,30.0
946129,OPB,40.0
2240907,PCG.PB,55.0
3836449,ENGT,10.0
3887525,PMT,40.0
1930681,CASXF,15.0
2571512,STMGF,10.0
3228972,DPRK,10.0
2407325,BAD.,20.0
3998112,TOWR,25.0
4043324,CORVF,15.0
1261468,IDEX,45.0
2041414,ALLK,35.0
3196215,BVFL,40.0
4177610,PNTZF,15.0
4064304,VTT.,15.0
3656843,ILA.,45.0
472962,EMP.A,30.0
1909135,HX,40.0
2458030,FM.,15.0
3503628,VTXB,25.0
3238548,OFLX,20.0
3162453,HYWS,50.0
3030573,AXS.PD,40.0
630667,GWO.PR.S,40.0
167770,VVC,55.0
840766,AVEW,20.0
421196,MRGO,30.0
783607,LPCN,35.0
2049119,CANG,25.0
1460600,BATRK,50.0
2760696,MSMGF,15.0
2248850,DHIL,40.0
1257311,AGLE,35.0
2382899,OEZVY,55.0
831037,CXUS,35.0
3571584,SGZ.,15.0
2670449,NVDA,45.0
262835,K.,15.0
4264779,DSUS,20.0
2441899,LMC.,15.0
3869459,HDUP,50.0
1193506,BBBK,40.0
2525329,VRCFD,15.0
276922,RCI.B,50.0
1497703,TPIC,20.0
2016064,PRT,10.0
1617404,BDC.PB,45.0
3411161,CHNO,15.0
1589791,WAYN,40.0
1741119,O,60.0
807975,PEGI.,55.0
4261038,SRMMF,15.0
2425356,CBA.,15.0
3481310,PGEZF,15.0
1482874,TKX.,45.0
1227242,YITD,50.0
1232776,ALRM,45.0
4388632,BPOPM,40.0
1406092,OGOFF,30.0
2140909,SGRP,50.0
2532192,IRON.,15.0
575242,PWF.PR.T,40.0
3893862,PLPL,35.0
1335453,EMRAF,55.0
88253,BH.A,25.0
4163747,USFCQ,55.0
4216575,BCEI,10.0
4392962,THBIY,40.0
2048102,NINK,15.0
1342813,SITE,20.0
329299,UAL,20.0
1948853,ARMO,35.0
25752,REX,10.0
915686,GUD.,35.0
3389769,AWE.,15.0
2952565,INFX,15.0
4199506,CIGCF,15.0
2200442,ECMT,20.0
1001082,NMGRF,15.0
64404,CTC.A,25.0
1617734,QCRH,40.0
2030991,AVLR,45.0
442430,XRAY,35.0
1518399,MVY.,50.0
3698304,FNV.,15.0
1183497,AQSZF,35.0
2080082,ELGL,20.0
1121982,INVVY,35.0
286006,IIN,35.0
3658117,MH.PC,40.0
3344238,GBAUF,10.0
3340717,ULTXF,15.0
1404988,UGHL,35.0
1795345,KML.PR.C,10.0
101787,DION,20.0
3455944,SNANF,35.0
185935,KELYA,20.0
3689833,NMM,20.0
571728,POFNF,40.0
2428634,COLM,25.0
1850081,MDNAF,35.0
2658192,UEPEM,55.0
3592266,HYMC,15.0
1460851,FWONA,50.0
947095,OBBNF,15.0
141679,GGLT,25.0
4052947,OFED,40.0
3558459,GLUU,50.0
480259,FTS.PR.K,55.0
450231,PIED,15.0
2195292,TUXS,60.0
195507,LLY,35.0
4122655,GGISF,15.0
728443,NXE,10.0
2582276,UZZFF,20.0
1726231,NBGGY,40.0
2690492,AVTZF,25.0
2888524,BIR.PR.C,10.0
252538,PH,20.0
2191643,TGI,20.0
2240154,CXW,60.0
263839,PLYR,15.0
4196063,AFAN,40.0
2162022,RUSHB,20.0
4328351,ETCMY,50.0
664100,MXL.,15.0
3731438,RGSEQ,20.0
556623,HSBAY,40.0
1123840,ACB.,35.0
2232541,BXP,60.0
852797,OMRNY,45.0
2577440,VITFF,15.0
1099597,LMRKP,60.0
2212425,MXTLF,15.0
2481271,HEXPF,10.0
2245238,GNBF,40.0
1664778,METC,15.0
4147511,MTGE,40.0
645120,ANGPY,15.0
3961106,IRWD,35.0
3838929,MDSO,35.0
3627080,GCT.,50.0
2423073,CPSJF,15.0
1647477,NDRAW,35.0
219955,MUR,10.0
3421427,ITLI,45.0
3257892,ADXSW,35.0
4078203,DFHL,35.0
1660202,GWTR,55.0
3393413,GBLL,20.0
1429174,TCMD,35.0
3002903,VTON,45.0
3746329,HI,20.0
4191962,AMCX,50.0
4394719,JSFCF,50.0
2818204,INAR,45.0
2640044,EBAY,25.0
101536,DIOD,45.0
1037548,SMC.,15.0
2976213,CBAT,20.0
1039297,EYES,35.0
3467931,IKTO,50.0
2173277,RCAR,35.0
977210,ARDX,35.0
1215190,EVH,35.0
3140123,TDCB,40.0
1190519,CPMD,35.0
51350,BAM.PF.H,40.0
2928725,ANTM,35.0
468552,WGNR,45.0
4178638,FDGMF,10.0
2591472,SGTB,45.0
4401732,MESO,35.0
2536563,TWR.,15.0
4446392,BVXVW,35.0
4091386,BBB.,15.0
661984,NUSPQ,10.0
699381,BSND,15.0
2273570,EPR,60.0
3925590,BRGO,25.0
199778,LGLPW,45.0
154233,HEI.A,20.0
2714249,IIJIY,50.0
537740,FMCCL,40.0
4146190,GDPEF,15.0
479000,FTS.,55.0
805079,ICCLF,35.0
840515,WUBA,50.0
261580,PBOWN,20.0
1665280,WTTR,10.0
1795596,SNNAQ,35.0
1766250,STEP.,10.0
370186,PPCB,35.0
788364,NXTD,45.0
4288834,FREYY,20.0
2435868,STSBF,15.0
2178838,ICBU,20.0
2996736,HOSSQ,10.0
100783,DBD,45.0
1498670,SOAN,30.0
3179639,FTDCQ,25.0
872751,ITCI,35.0
2828629,RBEIF,15.0
1257885,WTT,45.0
49593,BAM.PF.A,40.0
3040125,SVSE,10.0
1557286,FOSL,25.0
4440136,GNMX,35.0
3993017,ELAY,45.0
2202774,HR.UN,60.0
1717423,FDP,30.0
1048267,OGI.,35.0
1993057,GRSL.,15.0
2767136,IAG.,40.0
3638921,RYO.,15.0
2437375,AVM.,15.0
4053203,FRN.,30.0
3733463,MKGI,25.0
3931824,CALX,45.0
2360357,IBDRY,55.0
597152,SCGLY,40.0
57378,RUNI,20.0
2199430,IDGBF,25.0
928079,SCYX,35.0
3307296,SGX.,15.0
393039,INT,10.0
3025296,NVSIF.1,50.0
2860591,TDG.,10.0
2964590,CVGW,30.0
4294583,ACMUY,40.0
2860842,JMIH,25.0
1984000,BWB,40.0
1584220,BBSI,20.0
2398182,GXMLF,20.0
1807488,MRVT,35.0
4102413,BHT.,15.0
2035910,CYPE,10.0
2487124,SURG.,15.0
1096165,JYNT,35.0
3948861,HMX.1,15.0
2289128,IEAM,15.0
2410112,PRMNF,15.0
292498,SJIU,55.0
2064020,EQ,35.0
1534140,NACG,10.0
2427872,MMS.,15.0
699130,CWSS,20.0
2928223,MMMW,20.0
1605236,BFS.PD,60.0
2310106,TRSI,10.0
90855,CSW.B,30.0
370939,AITA,60.0
3169038,FSTF,40.0
359439,ZIONZ,40.0
954592,DXI.,10.0
3221043,TLO.,15.0
2188197,CNBA,40.0
3517078,BIAD,35.0
488063,LVMUY,25.0
3085903,DYNC,55.0
2003112,UBX,35.0
1707349,BFRE,10.0
2962450,FLY.,20.0
4426366,GLBS,20.0
3040197,LBSR,15.0
2804795,BEP.PR.G,55.0
34753,NICH,25.0
3310384,CCNI.1,20.0
1933020,FAMI,30.0
3377596,FANG,10.0
891020,NBZZF,10.0
3857871,NGRC,35.0
3807482,GELV,10.0
4342844,MOR,35.0
344188,VNO.PM,60.0
2962953,CHFI,40.0
1084017,FUNN,15.0
3262912,BCU.,15.0
2551404,PPEHF,45.0
3137627,STJO,20.0
2894418,MNDJF,15.0
4441391,AMADY,45.0
486548,CU.PR.E,55.0
2626548,GUF.,60.0
2309353,DSG.,45.0
3971847,GDOT,40.0
2502492,LCNTU,10.0
1189260,PSWW,55.0
477492,SJR.PR.B,50.0
2204353,DBCP,40.0
948539,PE,10.0
3774831,SINO,20.0
2154962,RCG,40.0
4099551,SLIO,15.0
186677,KMT,20.0
2433755,CTPMF,15.0
229567,CRMZ,40.0
3142366,CMNR,55.0
1042995,LCRTF,10.0
2290622,ABS.H,10.0
2613569,PTEO,35.0
3738634,0050B,45.0
3900575,IDWM,50.0
702678,BIONQ,15.0
2465608,GLMFF,50.0
382459,SIGM,45.0
1620998,SDOIB,30.0
4076315,PSDO,45.0
1298999,SMRT,25.0
2875287,CPYCF,10.0
4181635,RM,40.0
1358289,SRLZF,15.0
268118,PUSH,30.0
3032822,MBPFF,25.0
3114798,PLAG,30.0
4382733,NUVA,35.0
1010290,PSXRF,15.0
1140745,AVDX,35.0
1756496,UNRG,15.0
1034470,BWEL,25.0
2855317,TPR,25.0
3299275,URE.,10.0
2408729,CMCXF,15.0
1709098,ESS,60.0
416811,SNV.PC,40.0
3720622,MMBF,10.0
2946061,MBDE,40.0
3896075,EGYF,10.0
1655697,NEX,10.0
2409598,BCI.,25.0
3144953,APHTF,45.0
4217579,WAIR,20.0
219453,MSI,45.0
2609073,CZBT,40.0
2351695,CLPHY,55.0
3903101,SRNE,35.0
2611081,CXDO,45.0
772507,FKYS,40.0
1343315,SGRY,35.0
613137,SMRS,15.0
2833429,PNFP,40.0
12559,ABM,20.0
2443621,DTEMF,15.0
2486837,JDN.,15.0
568893,BNS.PR.D,40.0
519731,TMTNF,20.0
4079511,TUNG,15.0
3228073,VNCI,45.0
4250627,ANK.,15.0
2047227,NIROF,50.0
2581255,WBE.,15.0
2790366,QBAK,45.0
2761818,ONCP,45.0
968036,BABA,25.0
2363619,SZKMY,25.0
1565578,BLEVF,35.0
1176890,PBCA,40.0
2720918,AMGDF,15.0
130154,USB.PH,40.0
2173026,PDMI,35.0
3960904,APO.PB,40.0
2028466,NRCG.WS,20.0
222265,BML.PH,40.0
1585475,BL,45.0
257811,PTRO,10.0
133517,FLR,20.0
434108,NNUTU,30.0
2233804,CMX.,15.0
218700,QDEL,35.0
3706923,MYNDW,35.0
3980975,BTTR,30.0
428646,NAKD.1,25.0
430824,7404B,40.0
2915312,NMNZF,15.0
1215441,GCI.1,50.0
2156544,FEIFF,10.0
2508742,HFGVF,15.0
1831259,INDUU,20.0
129408,MTB.WS,40.0
1015324,DWDZF,50.0
3982127,IDVC,20.0
1384162,RRR,25.0
2767638,IAF.PR.G,40.0
1003923,JRNGF,10.0
4418809,HCM,35.0
2426109,CPKA,15.0
1481619,TWLO,45.0
1066872,ERI,25.0
242168,ITI,45.0
2662070,CTEK,35.0
2677469,ARREF,15.0
1336463,EMA.PR.E,55.0
665899,LSXMA,50.0
1399197,QPWR,15.0
70640,CHTM,30.0
2861435,CEA.,35.0
4454310,CYAD,35.0
1546872,TRZBF,25.0
71895,JPM.PD,40.0
592107,TD.PF.C,40.0
3858122,NEVE,55.0
3657113,GTA.,15.0
3915801,PKT.,20.0
2388910,AVIFY,50.0
1840002,GBBGF,15.0
2192145,ASZP,45.0
40054,BCE.PR.J,50.0
3719311,BIP.PR.E,55.0
313922,TER,45.0
228473,PRSRF,15.0
400865,KBH,25.0
2216420,NPIFF,55.0
4397732,TCEHY,50.0
2537978,IES.H,10.0
1330628,ESMC,35.0
2487375,CVVUF,10.0
254797,PEI,60.0
3127120,CNBW,40.0
3947316,CGDXF,15.0
3622458,FTPLF,15.0
2400371,AXREF,15.0
2097967,SVC,60.0
1131427,CGND,25.0
4293579,OIBR.C,50.0
3889369,NVGC,15.0
3211820,BSD.UN,40.0
573736,PWF.PR.K,40.0
3255382,OPBK,40.0
571477,LGGNY,40.0
2404973,AGCCF,15.0
225503,BMRA,35.0
1380116,SILV,15.0
1191602,ETEC,45.0
2694168,AMBZ,40.0
2999510,PRAA,40.0
1663272,VVPR,55.0
3075589,WEE.,10.0
244678,ORBT,20.0
3185509,IFC.PR.G,40.0
4092691,KRN.,15.0
2421934,CRXIF,60.0
3527695,FNR.,40.0
3066382,TRCK,45.0
2924001,GCFB,25.0
2535216,GGI.,15.0
2047876,RMED,35.0
4188275,PSPW,55.0
3978614,SIOCF,15.0
967283,BOS.,15.0
2875544,DYA.,20.0
2605764,HZO,25.0
802468,LGIH,25.0
2992462,UWRL,20.0
897828,VNTN,40.0
4026417,TSGZF,15.0
2309102,DSGX,45.0
4099529,UREE,15.0
2248599,WGNAP,40.0
2351946,ALPMY,35.0
919429,PKSLF.1,45.0
4122404,NGL.PB,10.0
3855868,CGAC,25.0
3679733,BOL.,15.0
477996,SKAJ,40.0
1272185,MOGO.,40.0
4225604,MCEP,10.0
2642508,PTSH,20.0
2164288,SBFGP,40.0
1730086,DAR,30.0
1461102,FWONB,50.0
2419135,IMAHF,15.0
295691,SPA,20.0
620176,BPO.PN,40.0
3708429,CNFN,50.0
1266163,KIM.PJ,60.0
1396435,YRD,40.0
1812274,NEWA,20.0
889514,RAND,40.0
2907101,AVPI,50.0
4052194,TDCH,45.0
469556,ICTPU,25.0
4388883,CZWI,40.0
4051752,XCLK,50.0
3126116,EXR,60.0
817736,HPTG,10.0
1188894,ECM.,20.0
2760947,GRDM.,15.0
3029318,MRNJ,50.0
3645464,FTM.,10.0
3332067,AGFAF,15.0
3922335,ABZ.,15.0
1759275,VERI,45.0
520484,CGI.,40.0
1713365,SUPGF,15.0
440669,BZIC,25.0
3000012,RKTE,15.0
4060376,CTUY,40.0
1893445,BAND,50.0
1514458,INSW,10.0
1022049,OTIC,35.0
2847759,RG.,15.0
2189202,HIBB,25.0
2601550,WCN,20.0
169038,RYI,15.0
2247323,OXBC,40.0
711039,AMH.PG,60.0
4110771,SECI,20.0
356678,XRX,45.0
3737881,BDG.,15.0
4091637,RVEN,60.0
2646268,SSHSQ,20.0
1224204,XAUMF,40.0
2279583,RBYCF,15.0
2297095,OICT,40.0
1916599,IRNC,45.0
2363369,DKILY,20.0
3310108,HEES,20.0
2237597,GTHP,35.0
954090,WPG.PI,60.0
1413168,BBU,20.0
3563134,MIDLF,15.0
118866,NEE.PR,55.0
4170107,ARST,40.0
3254629,HGHAF,10.0
2918769,FLCR.1,25.0
2532935,INXSF,45.0
4042871,TPRXF,15.0
457013,QZM.,15.0
2648743,HIPH,30.0
299738,PREIF,15.0
2603753,UFC.,60.0
2066067,RKFL,45.0
1332943,LFUS,45.0
2262705,NAT,10.0
4006860,FMS.,15.0
2491974,GEMIF,15.0
2198928,MCHT,40.0
2150444,PLX,35.0
2505278,MLR.,15.0
1443383,N.,25.0
3868493,HIMR,20.0
4031934,BRSS,15.0
4098776,REG.,15.0
1193255,PFHD,40.0
4067278,NOAH,40.0
3284709,CYPE.1,10.0
2242162,PCG.PH,55.0
3557384,LBYE,10.0
3473582,PIRGF,15.0
1150715,SFIN,35.0
1714047,HCC,15.0
2837198,TMEN,20.0
2771663,PPL.,10.0
1487651,AFF.,15.0
744944,EU.,15.0
2102234,SMSI,45.0
891667,SABR,45.0
3740110,EMPK,40.0
61653,CWT,55.0
1303109,PTSC,45.0
1848195,SOLCF,35.0
3321997,LSBK,40.0
3186877,MCR.,10.0
2945559,UCSO,50.0
2498012,KOLR,20.0
2318433,COFS,40.0
2523947,NDM.WT.A,15.0
3069037,UIFC,40.0
442681,UGNEQ,35.0
3949551,HERTF,35.0
434610,NAN.,15.0
427082,VOQP,35.0
2903957,ABETF,15.0
2472158,CTXDF,15.0
1898744,HYACU.1,25.0
236124,NWE,55.0
688817,SPVNF,45.0
1085327,CNXR,35.0
3141880,CYCCP,35.0
2409861,TIP.,10.0
626566,FXFHF,40.0
4405491,CSUAY,10.0
91608,CNIGP,55.0
2835441,BSX.,15.0
3252568,EIL.,20.0
150217,LHX,20.0
2966598,AFTC,25.0
1517897,ATOM,45.0
2696990,CTMCF,15.0
2265842,CCWF,45.0
